"""region"",""typ av kostnad"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"""
"1082 Karlshamn,""övriga kostnader"",1668,1564,758,1214,1688,2694,2397,2335,2257,2254,2876,1548,1313"
"1082 Karlshamn,""investeringsutgifter"",439,182,194,658,200,205,228,329,251,293,82,50,452"
"1083 Sölvesborg,""mediekostnader"",749,749,796,852,866,802,862,838,802,824,814,808,813"
"1083 Sölvesborg,""personalkostnader för biblioteksverksamheten"",2438,2623,2744,2845,3003,3067,3293,3464,3490,3427,3669,3722,3778"
"1083 Sölvesborg,""lokalkostnader (inkl. hyra, städning)"",957,947,969,1045,1167,1145,1157,1164,898,1354,1287,1293,1113"
"1083 Sölvesborg,""övriga kostnader"",800,827,587,727,417,371,394,385,714,499,413,437,465"
"1083 Sölvesborg,""investeringsutgifter"",112,..,0,..,0,0,0,0,..,0,..,..,.."
"1214 Svalöv,""mediekostnader"",489,468,533,565,466,543,568,737,718,636,460,746,746"
"1214 Svalöv,""personalkostnader för biblioteksverksamheten"",2290,2367,2319,2351,2531,2393,2235,2393,2341,2535,1925,2717,2717"
"1214 Svalöv,""lokalkostnader (inkl. hyra, städning)"",968,901,975,875,1021,1030,1074,1047,1066,1412,549,1431,1431"
"1214 Svalöv,""övriga kostnader"",312,97,213,379,292,234,180,258,176,218,89,149,149"
"1214 Svalöv,""investeringsutgifter"",..,..,77,..,0,77,..,..,..,31,6,94,94"
"1230 Staffanstorp,""mediekostnader"",878,1105,1093,1108,1097,1257,1500,1575,1599,1423,1489,1148,1204"
"1230 Staffanstorp,""personalkostnader för biblioteksverksamheten"",3192,3320,3456,3863,4010,4027,4076,4245,4037,4344,4309,4754,4825"
"1230 Staffanstorp,""lokalkostnader (inkl. hyra, städning)"",1861,2062,2094,2180,2204,2178,1988,2395,2434,2498,2518,2460,2125"
"1230 Staffanstorp,""övriga kostnader"",676,757,583,927,878,819,593,536,567,595,513,470,1349"
"1230 Staffanstorp,""investeringsutgifter"",217,647,338,..,0,..,1110,263,264,358,304,229,161"
"1231 Burlöv,""mediekostnader"",668,665,611,672,706,726,663,671,683,712,709,743,770"
"1231 Burlöv,""personalkostnader för biblioteksverksamheten"",2226,2213,2347,2496,2303,2450,2744,2929,2841,2941,3163,3101,3154"
"1231 Burlöv,""lokalkostnader (inkl. hyra, städning)"",1184,1104,1131,1150,1221,1303,2684,3116,3817,3117,3138,3145,3174"
"1231 Burlöv,""övriga kostnader"",475,656,337,406,387,443,706,556,606,1548,1083,1447,1498"
"1231 Burlöv,""investeringsutgifter"",120,120,151,323,273,65,4120,120,132,144,80,41,57"
"1233 Vellinge,""mediekostnader"",933,1012,1437,1499,1576,1540,1802,1840,1766,2219,2320,2480,1881"
"1233 Vellinge,""personalkostnader för biblioteksverksamheten"",4902,5526,5195,5385,5832,6134,6363,6723,6806,7030,5607,6982,6734"
"1233 Vellinge,""lokalkostnader (inkl. hyra, städning)"",2472,2496,2514,2114,2121,2648,2743,2808,2705,3989,5109,5102,5610"
"1233 Vellinge,""övriga kostnader"",1811,1276,1074,1459,1111,901,875,727,613,536,542,414,2161"
"1233 Vellinge,""investeringsutgifter"",200,299,0,0,0,0,0,50,377,2869,597,639,1539"
"1256 Östra Göinge,""mediekostnader"",946,785,636,650,676,678,692,958,958,969,968,730,746"
"1256 Östra Göinge,""personalkostnader för biblioteksverksamheten"",2218,2226,2164,2029,2680,2436,2436,2440,2444,2615,2822,2743,3741"
"1256 Östra Göinge,""lokalkostnader (inkl. hyra, städning)"",944,824,767,898,898,1289,1266,1741,1363,2043,2360,2279,1676"
"1256 Östra Göinge,""övriga kostnader"",225,580,340,248,372,498,378,246,121,0,..,..,134"
"1256 Östra Göinge,""investeringsutgifter"",725,310,0,0,0,0,0,0,9000,900,50,50,380"
"1257 Örkelljunga,""mediekostnader"",441,446,590,603,531,621,458,410,438,455,417,470,444"
"1257 Örkelljunga,""personalkostnader för biblioteksverksamheten"",1334,1727,1825,1860,2337,2143,2117,1948,1942,2027,1962,2077,2202"
"1257 Örkelljunga,""lokalkostnader (inkl. hyra, städning)"",569,642,705,700,719,717,682,715,904,748,665,765,768"
"1257 Örkelljunga,""övriga kostnader"",2280,1769,1725,1647,1603,1448,591,1597,1364,1605,1704,789,575"
"1257 Örkelljunga,""investeringsutgifter"",593,85,14,0,0,250,0,0,..,0,..,..,.."
"1260 Bjuv,""mediekostnader"",790,693,772,791,739,774,774,779,900,867,1008,1008,774"
"1260 Bjuv,""personalkostnader för biblioteksverksamheten"",2598,2728,3061,2912,2750,3041,3041,3347,3550,3772,3779,3779,3796"
"1260 Bjuv,""lokalkostnader (inkl. hyra, städning)"",1173,1241,1278,1498,1311,1554,1444,1600,1611,2125,4256,4256,4070"
"1260 Bjuv,""övriga kostnader"",572,787,608,515,651,424,1895,506,681,571,449,449,660"
"1260 Bjuv,""investeringsutgifter"",..,..,0,90,0,0,0,0,..,0,..,..,.."
"1261 Kävlinge,""mediekostnader"",1243,1122,1171,1105,1261,1023,1547,1072,1072,1272,1307,1307,1307"
"1261 Kävlinge,""personalkostnader för biblioteksverksamheten"",3124,3294,3328,3493,3639,3256,3998,3789,3789,4677,4236,4182,4123"
"1261 Kävlinge,""lokalkostnader (inkl. hyra, städning)"",2283,2298,2335,2337,2073,1827,1765,1825,2358,2420,2017,1995,2030"
"1261 Kävlinge,""övriga kostnader"",711,640,703,759,698,1050,926,805,1567,1654,911,934,105"
"1261 Kävlinge,""investeringsutgifter"",..,..,0,0,178,189,0,0,..,0,..,..,.."
"1262 Lomma,""mediekostnader"",1185,1276,1185,1255,1167,1175,1285,1228,1404,1243,1247,1318,1532"
"1262 Lomma,""personalkostnader för biblioteksverksamheten"",3194,3981,4139,3644,3765,4230,3195,4403,5037,5097,5189,5426,5511"
"1262 Lomma,""lokalkostnader (inkl. hyra, städning)"",1206,1189,1320,1275,1192,1241,1334,1679,2401,4197,4011,4046,3799"
"1262 Lomma,""övriga kostnader"",1005,1313,1196,842,1124,867,483,1065,1097,1686,2057,2136,1627"
"1262 Lomma,""investeringsutgifter"",206,298,0,0,26,0,0,0,3673,256,69,72,495"
"1263 Svedala,""mediekostnader"",1005,985,870,1035,903,931,904,962,1034,1175,907,1068,1020"
"1263 Svedala,""personalkostnader för biblioteksverksamheten"",3363,3555,3592,4074,4093,4184,3761,4000,4207,4320,4163,4238,4272"
"1263 Svedala,""lokalkostnader (inkl. hyra, städning)"",1049,1054,1276,927,965,1616,1649,1669,1689,1865,1730,2056,2067"
"1263 Svedala,""övriga kostnader"",626,654,676,577,764,780,677,671,729,316,696,413,265"
"1263 Svedala,""investeringsutgifter"",200,265,0,233,110,75,230,285,42,48,113,115,130"
"1264 Skurup,""mediekostnader"",560,639,624,629,654,590,707,845,613,856,795,816,835"
"1264 Skurup,""personalkostnader för biblioteksverksamheten"",1852,1936,2083,2496,2700,2547,2570,2681,2868,2883,2977,3473,3604"
"1264 Skurup,""lokalkostnader (inkl. hyra, städning)"",1146,1100,1113,1145,1203,1277,1274,1322,1472,1560,1544,1808,1831"
"1264 Skurup,""övriga kostnader"",258,357,380,502,435,545,681,601,661,548,747,903,392"
"1264 Skurup,""investeringsutgifter"",32,31,348,125,100,100,100,100,110,119,158,320,206"
"1265 Sjöbo,""mediekostnader"",671,688,839,685,687,534,754,910,974,730,874,838,856"
"1265 Sjöbo,""personalkostnader för biblioteksverksamheten"",2642,2803,3012,2604,2945,3104,3009,3094,3512,3383,3548,3277,3121"
"1265 Sjöbo,""lokalkostnader (inkl. hyra, städning)"",1045,1624,1621,1975,2454,2431,2409,2448,2364,2432,2518,2570,2770"
"1265 Sjöbo,""övriga kostnader"",130,277,182,227,202,282,204,195,236,369,136,35,253"
"1265 Sjöbo,""investeringsutgifter"",..,..,0,5500,3000,70,0,0,..,7300,..,9,101"
"1266 Hörby,""mediekostnader"",802,826,656,600,600,650,650,750,750,572,698,742,747"
"1266 Hörby,""personalkostnader för biblioteksverksamheten"",2312,2383,2375,2600,2780,3063,3133,3217,2960,2233,2257,3218,3213"
"1266 Hörby,""lokalkostnader (inkl. hyra, städning)"",518,518,518,518,518,561,561,611,633,624,612,632,632"
"1266 Hörby,""övriga kostnader"",848,867,1196,977,824,634,702,1114,974,1716,1750,1021,932"
"1266 Hörby,""investeringsutgifter"",146,120,80,..,0,895,200,200,200,200,200,200,150"
"1267 Höör,""mediekostnader"",607,651,727,544,692,693,663,736,674,629,823,736,692"
"1267 Höör,""personalkostnader för biblioteksverksamheten"",2217,1696,1852,2748,2877,2017,2071,3276,3168,3106,3307,3323,3706"
"1267 Höör,""lokalkostnader (inkl. hyra, städning)"",507,512,563,697,612,633,669,833,854,1102,1216,1457,1598"
"1267 Höör,""övriga kostnader"",772,745,878,902,723,817,1130,724,604,713,505,517,505"
"1267 Höör,""investeringsutgifter"",..,..,0,..,0,500,500,300,..,0,..,..,280"
"1270 Tomelilla,""mediekostnader"",465,621,689,562,570,574,576,576,576,576,597,657,728"
"1270 Tomelilla,""personalkostnader för biblioteksverksamheten"",1807,2507,2161,2556,2872,2156,2156,2372,2681,2685,2910,2670,2790"
"1270 Tomelilla,""lokalkostnader (inkl. hyra, städning)"",463,458,469,486,511,499,503,504,654,1283,1240,1184,1015"
"1270 Tomelilla,""övriga kostnader"",617,245,662,710,573,501,432,423,958,399,366,604,632"
"1270 Tomelilla,""investeringsutgifter"",296,379,201,89,107,43,0,0,600,37,..,24,60"
"1272 Bromölla,""mediekostnader"",724,598,548,531,496,506,528,506,506,506,506,456,461"
"1272 Bromölla,""personalkostnader för biblioteksverksamheten"",2647,2704,3162,3243,3329,3417,3282,3397,2422,2826,3300,2967,3016"
"1272 Bromölla,""lokalkostnader (inkl. hyra, städning)"",50,51,50,54,57,57,1421,1519,1051,1096,1227,1229,1264"
"1272 Bromölla,""övriga kostnader"",788,923,850,602,343,311,456,548,240,517,528,563,521"
"1272 Bromölla,""investeringsutgifter"",176,25,82,388,27,23,0,0,..,0,..,..,320"
"1273 Osby,""mediekostnader"",1255,1037,1041,906,629,707,807,864,687,562,478,566,621"
"1273 Osby,""personalkostnader för biblioteksverksamheten"",2471,2560,3058,3206,2863,2815,3048,3604,3200,2985,2691,2222,2743"
"1273 Osby,""lokalkostnader (inkl. hyra, städning)"",1595,1610,1610,1631,1697,1530,1753,1746,1700,1921,1755,1816,1865"
"1273 Osby,""övriga kostnader"",297,606,763,661,748,885,691,777,445,691,975,391,732"
"1273 Osby,""investeringsutgifter"",146,126,245,10,0,0,35,87,170,0,..,787,181"
"1275 Perstorp,""mediekostnader"",429,414,473,468,431,418,424,350,430,316,368,452,424"
"1275 Perstorp,""personalkostnader för biblioteksverksamheten"",1367,1393,1495,1486,1504,1702,1733,1774,1811,1814,1892,1865,2031"
"1275 Perstorp,""lokalkostnader (inkl. hyra, städning)"",1241,1183,1056,1042,1054,1157,1274,1147,1047,1293,1233,1242,1288"
"1275 Perstorp,""övriga kostnader"",549,413,375,469,454,536,426,623,522,577,587,646,483"
"1275 Perstorp,""investeringsutgifter"",..,95,177,192,119,..,46,0,..,0,52,..,80"
"1276 Klippan,""mediekostnader"",512,461,486,468,478,492,551,566,598,575,575,555,576"
"1276 Klippan,""personalkostnader för biblioteksverksamheten"",1463,1543,1570,1666,1884,1959,1939,1987,2127,2623,2634,2664,2891"
"1276 Klippan,""lokalkostnader (inkl. hyra, städning)"",1610,1643,1704,1737,1820,1817,937,959,1004,1004,1054,1117,1277"
"1276 Klippan,""övriga kostnader"",759,679,591,616,663,685,624,562,512,274,423,542,604"
"1276 Klippan,""investeringsutgifter"",..,..,0,..,0,129,102,0,..,0,..,120,150"
"1277 Åstorp,""mediekostnader"",651,627,663,638,635,629,629,676,752,540,731,622,634"
"1277 Åstorp,""personalkostnader för biblioteksverksamheten"",2298,1949,2558,2517,2629,2774,2977,3000,3178,3111,2832,2913,3579"
"1277 Åstorp,""lokalkostnader (inkl. hyra, städning)"",1035,1070,972,1009,1072,1797,1053,827,921,1552,1590,1663,1300"
"1277 Åstorp,""övriga kostnader"",749,694,546,1098,940,0,895,415,731,673,830,722,597"
"1277 Åstorp,""investeringsutgifter"",500,220,100,80,66,100,242,30,..,290,76,40,190"
"1278 Båstad,""mediekostnader"",810,730,834,793,811,794,950,821,755,819,974,837,935"
"1278 Båstad,""personalkostnader för biblioteksverksamheten"",2939,3308,3393,3814,4213,4205,4546,5095,5396,3664,4912,5052,3824"
"1278 Båstad,""lokalkostnader (inkl. hyra, städning)"",1163,1474,1448,1608,2686,2621,4985,2615,2697,2392,2329,3890,2055"
"1278 Båstad,""övriga kostnader"",644,727,797,998,1402,418,467,1614,1707,3263,627,598,779"
"1278 Båstad,""investeringsutgifter"",231,158,280,3396,432,140,415,245,552,126,255,65,549"
"1280 Malmö,""mediekostnader"",8319,9177,9450,9939,9685,10354,12105,10134,13365,10669,10872,11988,12478"
"1280 Malmö,""personalkostnader för biblioteksverksamheten"",49794,50487,56986,59835,59178,59620,62957,64009,68067,69061,70671,76262,78147"
"1280 Malmö,""lokalkostnader (inkl. hyra, städning)"",32755,32755,31800,33409,32857,33027,32361,31682,31637,30107,32423,30255,30544"
"1280 Malmö,""övriga kostnader"",19560,19560,17595,17827,18313,18629,16693,18511,21058,21757,23345,25643,22029"
"1280 Malmö,""investeringsutgifter"",5379,2785,1133,2987,790,640,7250,7119,1953,3167,4296,3499,4144"
"1281 Lund,""mediekostnader"",5729,6344,6137,6193,5834,5478,5792,5185,5187,5291,5559,5905,5593"
"1281 Lund,""personalkostnader för biblioteksverksamheten"",29375,30682,31983,33017,34394,35101,34786,33735,33461,35097,34429,35967,37035"
"1281 Lund,""lokalkostnader (inkl. hyra, städning)"",9058,10095,10570,10654,10080,10389,10502,12093,12690,13279,11721,11090,12599"
"1281 Lund,""övriga kostnader"",9622,9537,9912,9445,10678,9212,10619,9192,9488,10346,..,12619,5214"
"1281 Lund,""investeringsutgifter"",2807,4405,1696,1337,4263,3376,3916,1570,804,972,1599,2016,2070"
"1282 Landskrona,""mediekostnader"",1694,1722,1820,1751,1673,1720,1805,2289,1992,1994,1600,2003,1884"
"1282 Landskrona,""personalkostnader för biblioteksverksamheten"",5688,5727,5901,5997,5931,6478,6490,6602,6667,6868,5443,5873,6478"
"1282 Landskrona,""lokalkostnader (inkl. hyra, städning)"",3059,3167,3444,3387,3463,3356,3563,3446,3597,3460,3971,4032,4052"
"1282 Landskrona,""övriga kostnader"",3071,2615,2264,1498,2019,1555,1139,1322,1614,1259,214,687,531"
"1282 Landskrona,""investeringsutgifter"",..,290,348,249,0,158,75,175,101,100,300,127,882"
"1283 Helsingborg,""mediekostnader"",4024,5183,4436,4714,5205,5351,5803,5307,5564,5282,5150,5351,4400"
"1283 Helsingborg,""personalkostnader för biblioteksverksamheten"",15871,16665,18225,19785,20617,21747,23122,21944,23077,21625,20917,22698,23539"
"1283 Helsingborg,""lokalkostnader (inkl. hyra, städning)"",8783,9457,9325,9668,9793,10610,10584,10762,10844,11458,11233,12137,12594"
"1283 Helsingborg,""övriga kostnader"",6850,7797,7793,7912,6773,9167,7795,6923,7371,6187,5215,7898,8053"
"1283 Helsingborg,""investeringsutgifter"",1943,3486,1124,800,2294,625,364,1225,1166,1475,1087,..,1063"
"1284 Höganäs,""mediekostnader"",1213,1208,1160,1552,1564,1550,1572,1469,1902,1699,1534,1554,1581"
"1284 Höganäs,""personalkostnader för biblioteksverksamheten"",3669,3961,4194,4547,5043,4996,7973,5062,5395,3093,5192,5261,5639"
"1284 Höganäs,""lokalkostnader (inkl. hyra, städning)"",1481,1497,1991,2004,2432,2463,3389,2538,2398,2587,2710,2750,2624"
"1284 Höganäs,""övriga kostnader"",2484,1254,224,1959,2445,504,462,206,219,2642,225,220,1567"
"1284 Höganäs,""investeringsutgifter"",..,..,37,201,203,180,301,421,152,321,273,343,203"
"1285 Eslöv,""mediekostnader"",1351,1372,1266,1579,1299,1266,1260,1280,1309,2187,3124,2655,2631"
"1285 Eslöv,""personalkostnader för biblioteksverksamheten"",4399,4498,4820,5006,5369,5772,5661,5991,6459,6869,8704,8422,7698"
"1285 Eslöv,""lokalkostnader (inkl. hyra, städning)"",1842,2088,1852,2229,1907,2264,2310,2385,2428,2510,2508,2556,2620"
"1285 Eslöv,""övriga kostnader"",1209,1705,2081,1234,1860,980,1274,1307,1027,924,951,665,392"
"1285 Eslöv,""investeringsutgifter"",3888,55,49,190,0,250,225,0,200,200,176,..,.."
"1286 Ystad,""mediekostnader"",1375,1326,1305,1337,1221,1182,1190,1143,1253,1414,1190,1076,1123"
"1286 Ystad,""personalkostnader för biblioteksverksamheten"",3842,5447,4454,5114,5433,5017,4544,5109,5462,5628,5785,5916,5272"
"1286 Ystad,""lokalkostnader (inkl. hyra, städning)"",1765,1804,1823,1911,1992,1908,1790,1967,2076,2142,2229,2089,2345"
"1286 Ystad,""övriga kostnader"",1264,1699,2345,1849,1882,1767,1840,1909,1993,1545,1425,1387,1559"
"1286 Ystad,""investeringsutgifter"",..,96,0,602,298,271,96,563,..,183,300,142,573"
"1287 Trelleborg,""mediekostnader"",1152,948,1384,1345,1370,1546,1388,1388,1571,1625,1625,1100,1070"
"1287 Trelleborg,""personalkostnader för biblioteksverksamheten"",3867,4270,4615,4889,4700,5351,5791,5791,6584,6434,6434,7200,8290"
"1287 Trelleborg,""lokalkostnader (inkl. hyra, städning)"",1923,1933,2077,2535,2000,2210,1595,1595,2036,2046,2046,2150,2600"
"1287 Trelleborg,""övriga kostnader"",1439,1448,1030,1096,1275,1130,1709,1709,1399,1252,1252,1500,710"
"1287 Trelleborg,""investeringsutgifter"",..,..,983,108,0,54,62,62,157,558,558,550,870"
"1290 Kristianstad,""mediekostnader"",3148,3269,3367,2804,2965,3020,3048,3343,3343,3207,3786,3786,3786"
"1290 Kristianstad,""personalkostnader för biblioteksverksamheten"",11032,11488,12141,13060,13555,13526,14232,15034,15868,15571,18535,18259,18991"
"1290 Kristianstad,""lokalkostnader (inkl. hyra, städning)"",3047,3075,3041,3107,3751,3877,3922,3892,3437,4750,4990,4990,4958"
"1290 Kristianstad,""övriga kostnader"",1951,1542,1424,1778,1222,2084,2393,2393,1201,3480,1436,1675,1683"
"1290 Kristianstad,""investeringsutgifter"",953,900,3200,1500,3090,1000,750,1370,620,900,1858,2000,300"
"1291 Simrishamn,""mediekostnader"",1434,1393,1407,1167,1197,1175,1125,1125,1125,1125,838,1177,1020"
"1291 Simrishamn,""personalkostnader för biblioteksverksamheten"",3762,4161,4400,4781,4815,4887,5381,5272,5302,5246,5255,5035,5331"
"1291 Simrishamn,""lokalkostnader (inkl. hyra, städning)"",3974,4055,3800,3753,3374,3342,3152,3070,3148,3065,3055,3232,3289"
"1291 Simrishamn,""övriga kostnader"",1156,1261,1039,1524,1281,944,513,956,885,1760,897,1113,783"
"1291 Simrishamn,""investeringsutgifter"",536,443,230,390,533,506,445,437,426,362,309,192,797"
"1292 Ängelholm,""mediekostnader"",2211,2252,2635,2511,2456,2409,2441,1788,1981,2024,2221,2070,2368"
"1292 Ängelholm,""personalkostnader för biblioteksverksamheten"",7157,8253,8452,9325,8712,8989,9521,9605,10532,10757,10881,10674,11598"
"1292 Ängelholm,""lokalkostnader (inkl. hyra, städning)"",4577,4926,5106,4984,5068,5193,5174,5127,5250,5296,5570,5204,5251"
"1292 Ängelholm,""övriga kostnader"",1365,2319,1850,1930,447,1767,2105,1845,1730,1777,1764,1699,2183"
"1292 Ängelholm,""investeringsutgifter"",156,978,431,422,146,437,105,0,440,449,966,..,1196"
"1293 Hässleholm,""mediekostnader"",1901,1915,1903,1997,2015,2247,2306,2207,2029,2197,2004,1482,1482"
"1293 Hässleholm,""personalkostnader för biblioteksverksamheten"",8169,8697,9825,10229,10014,9734,9812,9617,10143,10754,10271,10702,10836"
"1293 Hässleholm,""lokalkostnader (inkl. hyra, städning)"",4253,6708,6742,6771,6693,7360,6651,7660,8350,6316,7852,7541,7774"
"1293 Hässleholm,""övriga kostnader"",2377,2827,3369,3130,2598,3224,3248,1870,2784,3170,3006,2943,3140"
"1293 Hässleholm,""investeringsutgifter"",3632,587,491,308,2780,318,240,81,84,269,98,363,342"
"1315 Hylte,""mediekostnader"",554,532,523,525,563,525,568,530,722,592,618,574,574"
"1315 Hylte,""personalkostnader för biblioteksverksamheten"",1883,1933,1962,2154,2067,2048,2149,2012,2092,2130,2164,2108,2174"
"1315 Hylte,""lokalkostnader (inkl. hyra, städning)"",813,786,738,867,917,805,960,960,908,922,1215,1082,1311"
"1315 Hylte,""övriga kostnader"",136,241,306,169,217,535,241,547,428,694,425,434,245"
"1315 Hylte,""investeringsutgifter"",205,..,0,0,0,36,54,0,..,0,63,..,164"
"1380 Halmstad,""mediekostnader"",3594,3342,4121,4036,4122,4733,4253,5259,5461,5137,4887,4711,5279"
"1380 Halmstad,""personalkostnader för biblioteksverksamheten"",11743,12673,13745,14294,14980,16702,19702,21790,23438,24509,24095,23685,24732"
"1380 Halmstad,""lokalkostnader (inkl. hyra, städning)"",4536,4536,3924,3983,4033,4237,13128,14993,16241,18652,18363,18658,18212"
"1380 Halmstad,""övriga kostnader"",323,1081,3266,3189,3944,2747,20167,7630,8575,7363,7228,5335,6183"
"1380 Halmstad,""investeringsutgifter"",518,132,136,113,216,2587,14351,950,963,398,57,449,257"
"1381 Laholm,""mediekostnader"",1020,904,1118,1133,996,1035,1079,1079,949,1220,1673,1331,1351"
"1381 Laholm,""personalkostnader för biblioteksverksamheten"",1917,4099,4453,4414,4820,4610,4507,4420,4973,5001,5418,5674,5895"
"1381 Laholm,""lokalkostnader (inkl. hyra, städning)"",1816,1649,1694,1716,1750,1849,1859,1859,1859,1859,1767,1859,1899"
"1381 Laholm,""övriga kostnader"",1613,831,194,30,603,548,617,153,141,128,710,564,463"
"1381 Laholm,""investeringsutgifter"",..,125,0,193,0,..,55,127,128,300,91,665,678"
"1382 Falkenberg,""mediekostnader"",1602,1696,1605,1992,1801,1818,1892,1441,1579,1530,1577,1990,1726"
"1382 Falkenberg,""personalkostnader för biblioteksverksamheten"",5707,5395,5797,6291,6291,6609,7022,7047,7524,7736,8976,8090,8380"
"1382 Falkenberg,""lokalkostnader (inkl. hyra, städning)"",2357,2392,2405,2516,2398,2385,2486,2125,2489,2548,2451,2297,2468"
"1382 Falkenberg,""övriga kostnader"",2098,2200,2107,1222,2167,2360,2061,1936,1785,2133,2684,1986,1677"
"1382 Falkenberg,""investeringsutgifter"",103,..,0,0,0,0,0,2022,50,553,510,101,.."
"1383 Varberg,""mediekostnader"",2145,2276,2376,2619,2588,2599,3000,2688,2359,2795,2349,2585,2022"
"1383 Varberg,""personalkostnader för biblioteksverksamheten"",7984,8737,9108,9609,10269,10299,10554,11125,11558,12024,12308,12256,13128"
"1383 Varberg,""lokalkostnader (inkl. hyra, städning)"",2014,2071,2062,2150,2200,2301,2793,2878,2809,2930,2754,2805,7774"
"1383 Varberg,""övriga kostnader"",2502,2579,2382,2441,3153,2712,2851,2850,2803,2565,2550,2150,3157"
"1383 Varberg,""investeringsutgifter"",337,104,348,109,264,2985,0,0,..,0,..,404,822"
"1384 Kungsbacka,""mediekostnader"",2851,2223,2223,2780,2533,3121,3136,3277,3437,3721,3521,3651,3715"
"1384 Kungsbacka,""personalkostnader för biblioteksverksamheten"",10312,10829,10650,13016,11547,11055,11530,11464,13070,13698,13558,14722,15504"
"1384 Kungsbacka,""lokalkostnader (inkl. hyra, städning)"",11429,8375,11569,11569,9220,8308,8308,7387,6587,6660,6637,4804,5562"
"1384 Kungsbacka,""övriga kostnader"",1100,1200,1100,0,0,0,0,0,..,280,280,490,675"
"1384 Kungsbacka,""investeringsutgifter"",436,542,500,600,830,3400,550,700,400,514,450,950,682"
"1401 Härryda,""mediekostnader"",1425,1366,1389,1518,1347,1259,1595,1399,1427,1400,1336,1483,993"
"1401 Härryda,""personalkostnader för biblioteksverksamheten"",5246,5644,5986,6276,6447,6671,6950,7164,7570,7741,7815,8149,6977"
"1401 Härryda,""lokalkostnader (inkl. hyra, städning)"",7157,6267,6269,6277,6053,6099,3635,3293,4779,4709,4640,4857,4566"
"1401 Härryda,""övriga kostnader"",986,874,1112,1125,1259,1454,1180,1967,1214,1496,619,960,1273"
"1401 Härryda,""investeringsutgifter"",..,120,619,492,48,210,260,850,195,54,132,118,719"
"1402 Partille,""mediekostnader"",1400,1300,901,1392,1281,1281,1400,1808,1419,1550,2032,1670,1555"
"1402 Partille,""personalkostnader för biblioteksverksamheten"",5395,5632,5721,5705,5112,5112,5508,6264,5554,5455,4875,5680,4725"
"1402 Partille,""lokalkostnader (inkl. hyra, städning)"",3600,2848,2975,2975,3496,3496,2950,2613,2546,2400,2615,2410,2455"
"1402 Partille,""övriga kostnader"",800,3003,3012,75,1340,1340,629,1225,2346,922,1461,80,1195"
"1402 Partille,""investeringsutgifter"",160,540,315,850,165,165,0,1700,3500,0,..,445,470"
"1407 Öckerö,""mediekostnader"",923,709,690,794,690,720,720,720,705,675,560,640,730"
"1407 Öckerö,""personalkostnader för biblioteksverksamheten"",2122,2053,2062,2198,2355,2336,2530,2798,2798,2839,2559,2715,2890"
"1407 Öckerö,""lokalkostnader (inkl. hyra, städning)"",25,30,30,30,715,717,816,823,822,839,841,866,893"
"1407 Öckerö,""övriga kostnader"",435,321,227,200,184,277,293,422,204,356,981,612,431"
"1407 Öckerö,""investeringsutgifter"",60,160,0,..,45,0,320,100,100,126,31,160,135"
"1415 Stenungsund,""mediekostnader"",924,1185,1018,1097,1183,1338,1313,1297,1279,1117,1149,1616,1580"
"1415 Stenungsund,""personalkostnader för biblioteksverksamheten"",4108,4915,4682,4669,5227,5390,5430,5645,5767,5506,5439,6401,6234"
"1415 Stenungsund,""lokalkostnader (inkl. hyra, städning)"",3034,3347,2785,2785,2768,2769,2769,2770,2765,2902,2990,2765,2979"
"1415 Stenungsund,""övriga kostnader"",903,1013,1016,1428,7,1058,881,1204,146,254,1117,1106,200"
"1415 Stenungsund,""investeringsutgifter"",376,223,130,45,0,0,135,2700,103,15,291,640,214"
"1419 Tjörn,""mediekostnader"",803,890,965,1030,1200,1200,949,1227,1036,1096,1309,935,961"
"1419 Tjörn,""personalkostnader för biblioteksverksamheten"",3163,3400,3600,3830,3900,3900,4977,4197,4303,4099,4099,4489,4613"
"1419 Tjörn,""lokalkostnader (inkl. hyra, städning)"",..,..,..,0,840,840,945,1219,957,1038,958,963,1353"
"1419 Tjörn,""övriga kostnader"",595,530,699,738,390,390,96,736,1097,914,760,1174,1333"
"1419 Tjörn,""investeringsutgifter"",133,..,0,0,60,60,65,0,61,52,..,2479,348"
"1421 Orust,""mediekostnader"",740,960,790,975,950,923,960,830,830,1000,993,920,1000"
"1421 Orust,""personalkostnader för biblioteksverksamheten"",2846,2850,3653,3800,3750,3640,3894,4284,4420,4200,4300,4600,4700"
"1421 Orust,""lokalkostnader (inkl. hyra, städning)"",1050,1030,1040,900,570,840,720,675,910,900,930,970,1650"
"1421 Orust,""övriga kostnader"",392,605,452,385,600,421,736,1066,695,700,688,800,600"
"1421 Orust,""investeringsutgifter"",..,..,0,..,0,8500,440,100,..,100,..,550,284"
"1427 Sotenäs,""mediekostnader"",311,308,315,257,287,371,357,319,353,427,388,410,407"
"1427 Sotenäs,""personalkostnader för biblioteksverksamheten"",1346,1222,1321,1272,1325,1400,1415,1476,1604,1617,1632,1680,1772"
"1427 Sotenäs,""lokalkostnader (inkl. hyra, städning)"",900,761,817,736,711,786,815,840,836,927,965,912,896"
"1427 Sotenäs,""övriga kostnader"",42,42,134,417,232,204,378,342,436,153,317,360,289"
"1427 Sotenäs,""investeringsutgifter"",200,200,0,10,0,25,50,30,30,0,..,..,.."
